row_id,row_id_raw,VideoID,CommentDate,UserName,Comment,clean_comment,label_text,auto_label_raw,auto_label_context,auto_label_calibrated,auto_label,manual_label,final_label,positive_score,negative_score,neutral_score,sentiment_score,confidence,neg_signal,pos_signal,ambiguous_case,cash_response_category,needs_review,priority_score,review_priority_reason,context_rule_reason,calibration_reason,catatan_reviewer,Like,ScrapeDate
R03880,4577,mODGGIy9JZE,2025-11-03 01:16:17,@airoairoairo,CBDC otentik drpd System Quantum,CBDC otentik drpd System Quantum,cbdc otentik drpd system quantum,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644945
R03881,4578,mODGGIy9JZE,2025-11-03 02:42:23,@koesbandriyo1052,Digital rupiah belum waktunya diluncurkan Karena masyarakat Indonesia belum semuanya paham perkembangan elektronik,Digital rupiah belum waktunya diluncurkan Karena masyarakat Indonesia belum semuanya paham perkembangan elektronik,digital rupiah belum waktunya diluncurkan karena masyarakat indonesia belum semuanya paham perkembangan elektronik,Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644944
R03882,4579,mODGGIy9JZE,2025-11-03 03:13:44,@ickyoung8558,"Bagus !
Tapi tolong tingkatkan infrastruktur keamanan cybernya, jangan sampai diobok-obok tukang es keliling yang sekedar lulusan smk !","Bagus ! Tapi tolong tingkatkan infrastruktur keamanan cybernya, jangan sampai diobok obok tukang es keliling yang sekedar lulusan smk !","bagus ! tapi tolong tingkatkan infrastruktur keamanan cybernya, jangan sampai diobok obok tukang es keliling yang sekedar lulusan smk !",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Keamanan data dan kontrol,True,2,isu uang tunai,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644943
R03883,4580,mODGGIy9JZE,2025-11-03 03:18:05,@Becikketitkoloketoro,"Belum layak ,resiko tinggi","Belum layak ,resiko tinggi","belum layak ,resiko tinggi",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644942
R03884,4581,mODGGIy9JZE,2025-11-03 03:48:58,@askhaaryanto6646,Amat sangat setuju.Dan klo bisa semua gaji para ASN di lewatkn dri alat ini sja.,Amat sangat setuju.Dan klo bisa semua gaji para ASN di lewatkn dri alat ini sja.,amat sangat setuju.dan klo bisa semua gaji para asn di lewatkn dri alat ini sja.,Positif,Positif,Positif,Positif,,Positif,3,0,0,3,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644941
R03885,4582,mODGGIy9JZE,2025-11-03 03:54:35,@DonCuan491,elu protes pemerintah atau kritik pemerintah dan akun lu di blok pemerintah wasalam lu jadi gembel 😂,elu protes pemerintah atau kritik pemerintah dan akun lu di blok pemerintah wasalam lu jadi gembel,elu protes pemerintah atau kritik pemerintah dan akun lu di blok pemerintah wasalam lu jadi gembel,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644940
R03886,4583,mODGGIy9JZE,2025-11-03 04:42:34,@yhvhrapha,Ini mah menuju jaman antikris dalam injil Wahyu 13:17 😢,Ini mah menuju jaman antikris dalam injil Wahyu 13 17,ini mah menuju jaman antikris dalam injil wahyu 13 17,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,4,2026-05-16 10:11:16.644939
R03887,4584,mODGGIy9JZE,2025-11-03 05:58:55,@MsWindWaveSea,"Hati2...ini adalah alat kontrol, bagian dari rencana elit global juga untuk mengawasi dan mengontrol seluruh umat manusia...jangan diterima begitu saja...","Hati2...ini adalah alat kontrol, bagian dari rencana elit global juga untuk mengawasi dan mengontrol seluruh umat manusia...jangan diterima begitu saja...","hati2...ini adalah alat kontrol, bagian dari rencana elit global juga untuk mengawasi dan mengontrol seluruh umat manusia...jangan diterima begitu saja...",Netral,Netral,Netral,Netral,Negatif,Negatif,0,0,0,0,0.0,0,0,not_ambiguous,Keamanan data dan kontrol,True,4,confidence rendah; isu uang tunai,Tidak berubah,Tidak berubah,,5,2026-05-16 10:11:16.644935
R03888,4586,mODGGIy9JZE,2025-11-03 07:53:25,@imzhidan04,Permulaan uang kertas tak akan bernilai lagi,Permulaan uang kertas tak akan bernilai lagi,permulaan uang kertas tak akan bernilai lagi,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644934
R03889,4587,mODGGIy9JZE,2025-11-03 08:35:19,@DarkPriest100,mustahil bisa stabill jika tidak di jangkarkan kepada cadangan emas.,mustahil bisa stabill jika tidak di jangkarkan kepada cadangan emas.,mustahil bisa stabill jika tidak di jangkarkan kepada cadangan emas.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,4,2026-05-16 10:11:16.644932
R03890,4588,mODGGIy9JZE,2025-11-03 08:37:01,@pick-upartist8268,u own nothing but u would be happy.,u own nothing but u would be happy.,u own nothing but u would be happy.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644931
R03891,4590,mODGGIy9JZE,2025-11-03 10:45:34,@Pedjoe_Ang45,Udah berapa taun... Sampe sekarang gak jalan lagi.. nooh Redenominasi kapan? Udah 12 tahuuun..... BI ngapain coba... Kelamaaaaan,Udah berapa taun... Sampe sekarang gak jalan lagi.. nooh Redenominasi kapan? Udah 12 tahuuun..... BI ngapain coba... Kelamaaaaan,udah berapa taun... sampe sekarang gak jalan lagi.. nooh redenominasi kapan? udah 12 tahuuun..... bi ngapain coba... kelamaaaaan,Netral,Netral,Netral,Netral,,Netral,0,0,2,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644931
R03892,4591,mODGGIy9JZE,2025-11-03 10:46:54,@d.r.gaming3197,😂😂😂 asal jangan jadi Boomerang seperti di China. Bagaimana kehidupan ekonomi rakyatnya sekarang?!!!,asal jangan jadi Boomerang seperti di China. Bagaimana kehidupan ekonomi rakyatnya sekarang?!!!,asal jangan jadi boomerang seperti di china. bagaimana kehidupan ekonomi rakyatnya sekarang?!!!,Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644930
R03893,4593,mODGGIy9JZE,2025-11-03 11:34:18,@DonnyMUFC,Tetap pakai uang kertad guys. Kalian pakai digital money siap2 dikontrol penuh. Bisa2 duit digital kalian kedepan ada masa berlaku nya😂,Tetap pakai uang kertad guys. Kalian pakai digital money siap2 dikontrol penuh. Bisa2 duit digital kalian kedepan ada masa berlaku nya,tetap pakai uang kertad guys. kalian pakai digital money siap2 dikontrol penuh. bisa2 duit digital kalian kedepan ada masa berlaku nya,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-3,0,-3,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,4,2026-05-16 10:11:16.644928
R03894,4594,mODGGIy9JZE,2025-11-03 13:33:20,@sugisuryani6649,Yg diuntungkan orang kaya,Yg diuntungkan orang kaya,yg diuntungkan orang kaya,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,2,2026-05-16 10:11:16.644927
R03895,4595,mODGGIy9JZE,2025-11-03 14:06:04,@ika174db,Waduh Sudan mengarah or akhir za man...666😅😅😅,Waduh Sudan mengarah or akhir za man...666,waduh sudan mengarah or akhir za man...666,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644926
R03896,4596,mODGGIy9JZE,2025-11-03 14:17:07,@nawer203,"Jgan praduga tak bersalah Bos,...Ndak baik buat kesehatan 😄🤭","Jgan praduga tak bersalah Bos,...Ndak baik buat kesehatan","jgan praduga tak bersalah bos,...ndak baik buat kesehatan",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644968
R03897,4597,mODGGIy9JZE,2025-11-03 15:01:23,@RandyRandy-u8h,New World Order (TOTAL CONTROL) udah mulai berjalan,New World Order TOTAL CONTROL udah mulai berjalan,new world order total control udah mulai berjalan,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-3,0,-3,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644924
R03898,4598,mODGGIy9JZE,2025-11-03 16:33:40,@dwicahyono5014,Semua akan kripto pada waktunya,Semua akan kripto pada waktunya,semua akan kripto pada waktunya,Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644923
R03899,4600,mODGGIy9JZE,2025-11-03 22:48:00,@sitisumiati7858,"Orang kismin gk akan bisa digital 
Mana uang kagak punya kan umtuk dibikin digital kan nya",Orang kismin gk akan bisa digital Mana uang kagak punya kan umtuk dibikin digital kan nya,orang kismin gk akan bisa digital mana uang kagak punya kan umtuk dibikin digital kan nya,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644923
R03900,4603,mODGGIy9JZE,2025-11-04 01:39:04,@riesapanggabean,"flexible aj, uang tunai ttp berlaku biar tdk monopoly","flexible aj, uang tunai ttp berlaku biar tdk monopoly","flexible aj, uang tunai ttp berlaku biar tdk monopoly",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644922
R03901,4604,mODGGIy9JZE,2025-11-04 03:26:16,@novyantin130,Itu dmasukkan chip ditanganmu 😢😢 ngeri sy ....,Itu dmasukkan chip ditanganmu ngeri sy ....,itu dmasukkan chip ditanganmu ngeri sy ....,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644941
R03902,4605,mODGGIy9JZE,2025-11-04 03:28:48,@MaghribDjoe,"Indonesia wajib punya, hal ini guna menyambut percepatan transaksi dalam perdagangan dan keuangan","Indonesia wajib punya, hal ini guna menyambut percepatan transaksi dalam perdagangan dan keuangan","indonesia wajib punya, hal ini guna menyambut percepatan transaksi dalam perdagangan dan keuangan",Netral,Positif,Positif,Positif,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Efisiensi dan kemudahan transaksi,True,13,confidence rendah; netral dengan sinyal; isu uang tunai; label berubah dari raw; pola positif terdeteksi,Netral → Positif (pola konteks positif),Tidak berubah,,0,2026-05-16 10:11:16.644921
R03903,4606,mODGGIy9JZE,2025-11-04 03:52:43,@aseparifinsenjaya7634,"Ini sepertinya canggih, tetapi ini adalah alat untuk mengontrol kehidupan sosial. Nanti pada waktunya menjadi alat kendali manusia yang mengerikan. Kalo tidak ""patuh""  tidak bisa transaksi apapun","Ini sepertinya canggih, tetapi ini adalah alat untuk mengontrol kehidupan sosial. Nanti pada waktunya menjadi alat kendali manusia yang mengerikan. Kalo tidak patuh tidak bisa transaksi apapun","ini sepertinya canggih, tetapi ini adalah alat untuk mengontrol kehidupan sosial. nanti pada waktunya menjadi alat kendali manusia yang mengerikan. kalo tidak patuh tidak bisa transaksi apapun",Positif,Positif,Positif,Positif,,Positif,2,0,0,2,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644920
R03904,4607,mODGGIy9JZE,2025-11-04 05:09:59,@udintepot,trs nolak e yo opo,trs nolak e yo opo,trs nolak e yo opo,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644938
R03905,4608,mODGGIy9JZE,2025-11-04 05:10:52,@hendrakelana4236,Matauang digital gak ada gunanya. Tetap lebih bermanfaat matauang fisik yg bisa kita pegang kita bawa kemanapun.,Matauang digital gak ada gunanya. Tetap lebih bermanfaat matauang fisik yg bisa kita pegang kita bawa kemanapun.,matauang digital gak ada gunanya. tetap lebih bermanfaat matauang fisik yg bisa kita pegang kita bawa kemanapun.,Positif,Positif,Positif,Positif,,Positif,2,0,0,2,1.0,0,2,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644920
R03906,4609,ebkamQER1nM,2025-11-04 06:07:21,@ronald9193,"Ga perlu, bisa pakai topup saldo/qris/rdn/debit/kredit/ewallet dll jg bisa.","Ga perlu, bisa pakai topup saldo qris rdn debit kredit ewallet dll jg bisa.","ga perlu, bisa pakai topup saldo qris rdn debit kredit ewallet dll jg bisa.",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:11.266652
R03907,4610,ebkamQER1nM,2025-11-04 08:40:58,@jojo-l4q5t,"cukup atm aja lah jangan bikin yg aneh aneh, di desa orang nggak ada wifi nggak ada internet, nggak ada listrik...bikin ribet","cukup atm aja lah jangan bikin yg aneh aneh, di desa orang nggak ada wifi nggak ada internet, nggak ada listrik...bikin ribet","cukup atm aja lah jangan bikin yg aneh aneh, di desa orang nggak ada wifi nggak ada internet, nggak ada listrik...bikin ribet",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,1,0,not_ambiguous,Akses teknologi dan infrastruktur,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:11.266648
R03908,4611,ebkamQER1nM,2025-11-04 09:03:13,@JuliantoLianu,@ronald9193iya maksudnya topup pakai itu cuman di buat khusus kayak ada model gambar dari mata uang kayak kripto soalnya kalau kripto itu rata2 buatan perusahaan kecuali bitcoin dan sewaktu-waktu bisa scam karna mengandung sistem ponzi (kepercayaan serta yakin harganya akan naik) dari kripto karna bukan alat pembayaran yg sah di buat suatu negara kecuali USDT,maksudnya topup pakai itu cuman di buat khusus kayak ada model gambar dari mata uang kayak kripto soalnya kalau kripto itu rata2 buatan perusahaan kecuali bitcoin dan sewaktu waktu bisa scam karna mengandung sistem ponzi kepercayaan serta yakin harganya akan naik dari kripto karna bukan alat pembayaran yg sah di buat suatu negara kecuali USDT,maksudnya topup pakai itu cuman di buat khusus kayak ada model gambar dari mata uang kayak kripto soalnya kalau kripto itu rata2 buatan perusahaan kecuali bitcoin dan sewaktu waktu bisa scam karna mengandung sistem ponzi kepercayaan serta yakin harganya akan naik dari kripto karna bukan alat pembayaran yg sah di buat suatu negara kecuali usdt,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,1,-2,0.6667,1,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:11.266652
R03909,4612,mODGGIy9JZE,2025-11-04 09:52:22,@sisirider2739,"Ikut2an uang digital ...pak ..pak...org2 desa saja msh byk yg blm pnya air bersih dan listrik, msh byk yg kelaparan...prioritas kok yg tdk penting...ada agenda 2030 ?","Ikut2an uang digital ...pak ..pak...org2 desa saja msh byk yg blm pnya air bersih dan listrik, msh byk yg kelaparan...prioritas kok yg tdk penting...ada agenda 2030 ?","ikut2an uang digital ...pak ..pak...org2 desa saja msh byk yg blm pnya air bersih dan listrik, msh byk yg kelaparan...prioritas kok yg tdk penting...ada agenda 2030 ?",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,0,1,not_ambiguous,Kepercayaan terhadap regulator,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644919
R03910,4614,mODGGIy9JZE,2025-11-04 09:53:44,@sisirider2739,Tolak apapun yg bersifat digital...kita akan dijadikan budak...,Tolak apapun yg bersifat digital...kita akan dijadikan budak...,tolak apapun yg bersifat digital...kita akan dijadikan budak...,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644915
R03911,4617,mODGGIy9JZE,2025-11-04 10:22:50,@weidoop5327,"Mata uang digital global? Welcome to the global grid control, welcome to the New World Order","Mata uang digital global? Welcome to the global grid control, welcome to the New World Order","mata uang digital global? welcome to the global grid control, welcome to the new world order",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-3,0,-3,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644913
R03912,4618,SxMdI5sabb0,2025-11-04 10:43:37,@ronald9193,Disini yang saya tangkap piring makan kita dipaksa dikendalikan oleh otak dibelakang cbdc.,Disini yang saya tangkap piring makan kita dipaksa dikendalikan oleh otak dibelakang cbdc.,disini yang saya tangkap piring makan kita dipaksa dikendalikan oleh otak dibelakang cbdc.,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-5,0,-5,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:18.369006
R03913,4620,mODGGIy9JZE,2025-11-04 12:30:53,@sukanonton4615,"ogah pake 

Produk pemerintah ga ada yang beres",ogah pake Produk pemerintah ga ada yang beres,ogah pake produk pemerintah ga ada yang beres,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644912
R03914,4621,mODGGIy9JZE,2025-11-04 14:45:24,@aimanfikri1972,Koruptor pada nangis. Gak bisa nyuci uang lagi,Koruptor pada nangis. Gak bisa nyuci uang lagi,koruptor pada nangis. gak bisa nyuci uang lagi,Netral,Negatif,Negatif,Negatif,Negatif,Negatif,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,11,confidence rendah; netral dengan sinyal; label berubah dari raw; pola negatif terdeteksi,Netral/Positif → Negatif (pola konteks negatif),Tidak berubah,,0,2026-05-16 10:11:16.644911
R03915,4622,mODGGIy9JZE,2025-11-04 15:02:37,@ekonomis,"yang dimaksud stabil disini artinya rupiah digital nilainya akan stabil/sama terhadap rupiah fisik, rupiah elektronik","yang dimaksud stabil disini artinya rupiah digital nilainya akan stabil sama terhadap rupiah fisik, rupiah elektronik","yang dimaksud stabil disini artinya rupiah digital nilainya akan stabil sama terhadap rupiah fisik, rupiah elektronik",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644933
R03916,4623,mODGGIy9JZE,2025-11-04 15:08:52,@ekonomis,"pi network bisa jadi idr , tapi sebelumnya ditukar dulu ke usdt baru ke idr","pi network bisa jadi idr , tapi sebelumnya ditukar dulu ke usdt baru ke idr","pi network bisa jadi idr , tapi sebelumnya ditukar dulu ke usdt baru ke idr",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:17.874632
R03917,4624,mODGGIy9JZE,2025-11-04 15:08:57,@peppermint86,"iya, UANG DIGITAL BANK SENTRAL DUNIA","iya, UANG DIGITAL BANK SENTRAL DUNIA","iya, uang digital bank sentral dunia",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644925
R03918,4625,ebkamQER1nM,2025-11-04 15:23:44,@RobertusBudiono,"Klo uang digital gk ada biaya admin dari BI, itu baru beda tp selama ada biaya admin itu namanya nipu😅","Klo uang digital gk ada biaya admin dari BI, itu baru beda tp selama ada biaya admin itu namanya nipu","klo uang digital gk ada biaya admin dari bi, itu baru beda tp selama ada biaya admin itu namanya nipu",Netral,Netral,Negatif,Negatif,Netral,Netral,0,0,0,0,0.0,1,0,not_ambiguous,Tidak teridentifikasi,True,13,confidence rendah; netral dengan sinyal; label berubah dari raw; label berubah saat kalibrasi,Tidak berubah,Netral->Negatif (fallback W3),,0,2026-05-16 10:11:11.266647
R03919,4626,mODGGIy9JZE,2025-11-04 18:39:15,@dayleetips,Rupiah digital dihindari koruptor sebab bisa terus di-freeze itu walletnya😂,Rupiah digital dihindari koruptor sebab bisa terus di freeze itu walletnya,rupiah digital dihindari koruptor sebab bisa terus di freeze itu walletnya,Netral,Negatif,Negatif,Negatif,Negatif,Negatif,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,11,confidence rendah; netral dengan sinyal; label berubah dari raw; pola negatif terdeteksi,Netral/Positif → Negatif (pola konteks negatif),Tidak berubah,,0,2026-05-16 10:11:16.644910
R03920,4627,mODGGIy9JZE,2025-11-05 09:07:18,@andai_saja,Coba. Di Uji coba angka  NOLnya dikurangi  diuang digital.  Supaya lama lama terbiasa,Coba. Di Uji coba angka NOLnya dikurangi diuang digital. Supaya lama lama terbiasa,coba. di uji coba angka nolnya dikurangi diuang digital. supaya lama lama terbiasa,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:16.644909
R03921,4628,ebkamQER1nM,2025-11-05 09:52:08,@sandihwan3452,"Ini blockchain kan maksudnya ? Pd akhirnya utk mengurangi peredaran uang kertas / fisik shg mudah terlacak kl ada aliran korupsi, jgn dibalik 😂
Tentu perpajakan jg mudah terpantau shg next ga bs sembarangan ngumpet, dan enak sebenernya sdh pasti pendapatan berapa lsg bayar utk fasilitas hidup negara rata² 30% misalnya (kan jalan penerangan air sampe listrik sdh disediakan negara salurannya, tinggal bayar lg unit pemakaian masing²), bayar proyek negara sampe utk sedekah 0%, mengapa pada takut ? Mestinya yg takut para pemungut dana tdk resmi   😂
Seharusnya ini adlh bagian dr revolusi pembayaran modern dimana hp adalah dompet, brand² exclusive cm kyk jam tangan skrg smartwatch murah semua org bs beli dr yg 35rb sampe 10jt mirip², tp Rolex Patek dkk utk koleksi aja, kl hp adlh dompet maka hilang pun penemunya ga bs buka krn kena password dsb, aman, jd intinya semua utk keteraturan hidup dan keamanan, justru krn transparan semua yg punya skill bs memantau","Ini blockchain kan maksudnya ? Pd akhirnya utk mengurangi peredaran uang kertas fisik shg mudah terlacak kl ada aliran korupsi, jgn dibalik Tentu perpajakan jg mudah terpantau shg next ga bs sembarangan ngumpet, dan enak sebenernya sdh pasti pendapatan berapa lsg bayar utk fasilitas hidup negara rata² 30 misalnya kan jalan penerangan air sampe listrik sdh disediakan negara salurannya, tinggal bayar lg unit pemakaian masing² , bayar proyek negara sampe utk sedekah 0 , mengapa pada takut ? Mestinya yg takut para pemungut dana tdk resmi Seharusnya ini adlh bagian dr revolusi pembayaran modern dimana hp adalah dompet, brand² exclusive cm kyk jam tangan skrg smartwatch murah semua org bs beli dr yg 35rb sampe 10jt mirip², tp Rolex Patek dkk utk koleksi aja, kl hp adlh dompet maka hilang pun penemunya ga bs buka krn kena password dsb, aman, jd intinya semua utk keteraturan hidup dan keamanan, justru krn transparan semua yg punya skill bs memantau","ini blockchain kan maksudnya ? pd akhirnya utk mengurangi peredaran uang kertas fisik shg mudah terlacak kl ada aliran korupsi, jgn dibalik tentu perpajakan jg mudah terpantau shg next ga bs sembarangan ngumpet, dan enak sebenernya sdh pasti pendapatan berapa lsg bayar utk fasilitas hidup negara rata² 30 misalnya kan jalan penerangan air sampe listrik sdh disediakan negara salurannya, tinggal bayar lg unit pemakaian masing² , bayar proyek negara sampe utk sedekah 0 , mengapa pada takut ? mestinya yg takut para pemungut dana tdk resmi seharusnya ini adlh bagian dr revolusi pembayaran modern dimana hp adalah dompet, brand² exclusive cm kyk jam tangan skrg smartwatch murah semua org bs beli dr yg 35rb sampe 10jt mirip², tp rolex patek dkk utk koleksi aja, kl hp adlh dompet maka hilang pun penemunya ga bs buka krn kena password dsb, aman, jd intinya semua utk keteraturan hidup dan keamanan, justru krn transparan semua yg punya skill bs memantau",Negatif,Negatif,Negatif,Negatif,Positif,Positif,4,-8,4,-4,0.25,2,4,not_ambiguous,Kepercayaan terhadap regulator,True,6,confidence rendah; isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:11.266646
